Frame,Actual Time,Time Elapsed,H_qx,H_qy,H_qz,H_qw,H_x,H_y,H_z,S_qx,S_qy,S_qz,S_qw,S_x,S_y,S_z,W_qx,W_qy,W_qz,W_qw,W_x,W_y,W_z,Closest Image,Time Difference (s)
8773,1900-01-01 14:26:55.834333,73.108333,0.000257,0.399776,0.00011,-0.916613,0.063491,1.553789,-0.631849,0.103565,0.130737,-0.01898,0.98581,-0.022904,1.494291,-2.873393,-3.3e-05,1e-06,9e-06,-1.0,0.699963,0.88364,-0.544549,14_26_55_836176.png,0.001843
8797,1900-01-01 14:26:56.034333,73.308333,0.000255,0.399803,0.000103,-0.916601,0.063461,1.553813,-0.63185,0.087697,0.125257,0.003851,0.988233,-0.090064,1.491825,-2.849683,-4.1e-05,-2e-06,1.5e-05,-1.0,0.699965,0.883637,-0.544526,14_26_56_036962.png,0.002629
8821,1900-01-01 14:26:56.234333,73.508333,0.000252,0.399789,0.000106,-0.916607,0.063447,1.553829,-0.631849,0.067427,0.13621,0.016264,0.988249,-0.14202,1.499949,-2.830645,-3.8e-05,1e-05,1.4e-05,-1.0,0.699982,0.883636,-0.544549,14_26_56_237392.png,0.003059
8845,1900-01-01 14:26:56.434333,73.708333,0.000259,0.399802,0.000111,-0.916602,0.063481,1.553825,-0.631857,0.032166,0.110781,0.004881,0.993312,-0.164227,1.504666,-2.81385,-4e-05,1.2e-05,1.6e-05,-1.0,0.699955,0.883652,-0.544549,14_26_56_436946.png,0.002613
8869,1900-01-01 14:26:56.634333,73.908333,0.00026,0.399782,9.6e-05,-0.91661,0.063434,1.553823,-0.63186,0.020605,0.137565,0.028042,0.989881,-0.196235,1.520212,-2.780003,-3.5e-05,1.3e-05,1.5e-05,-1.0,0.699952,0.883655,-0.544548,14_26_56_638184.png,0.003851
8893,1900-01-01 14:26:56.834333,74.108333,0.000258,0.399754,0.000123,-0.916623,0.063486,1.55381,-0.631826,-0.004702,0.121044,0.008715,0.992598,-0.205703,1.535638,-2.740741,-3.6e-05,-8e-06,1.7e-05,-1.0,0.699967,0.883631,-0.544546,14_26_56_837156.png,0.002823
8917,1900-01-01 14:26:57.034333,74.308333,0.000258,0.399735,0.000101,-0.916631,0.063453,1.55379,-0.631847,-0.031642,0.133208,0.005186,0.990569,-0.215696,1.562117,-2.688675,-3.9e-05,5e-06,1.2e-05,-1.0,0.69999,0.883617,-0.544552,14_26_57_036749.png,0.002416
8941,1900-01-01 14:26:57.234333,74.508333,0.000264,0.399758,0.000118,-0.91662,0.063491,1.553795,-0.631854,-0.024776,0.130066,-0.00139,0.991195,-0.222297,1.598204,-2.6396,-4.4e-05,-1.6e-05,9e-06,-1.0,0.699984,0.883631,-0.544552,14_26_57_235859.png,0.001526
8965,1900-01-01 14:26:57.434333,74.708333,0.000247,0.39977,0.00011,-0.916616,0.063465,1.553796,-0.631849,-0.012074,0.125703,-0.025642,0.991663,-0.234501,1.638817,-2.598094,-4.8e-05,-1.6e-05,1.7e-05,-1.0,0.699979,0.883632,-0.544565,14_26_57_437749.png,0.003416
8989,1900-01-01 14:26:57.634333,74.908333,0.000252,0.399742,0.000111,-0.916628,0.06344,1.553802,-0.631854,0.004607,0.128389,-0.049069,0.990499,-0.26533,1.679959,-2.559325,-4.1e-05,-6e-06,9e-06,-1.0,0.699974,0.883619,-0.544562,14_26_57_636331.png,0.001998
9013,1900-01-01 14:26:57.834333,75.108333,0.000257,0.399745,0.000103,-0.916626,0.063463,1.553783,-0.631838,0.027243,0.157658,-0.041584,0.986242,-0.322142,1.71283,-2.51555,-3.9e-05,-1.3e-05,8e-06,-1.0,0.699973,0.883626,-0.544547,14_26_57_837862.png,0.003529
9038,1900-01-01 14:26:58.042667,75.316667,0.000257,0.399764,0.000103,-0.916618,0.063465,1.55379,-0.631865,0.040872,0.182829,-0.04619,0.981208,-0.396447,1.748379,-2.475484,-4e-05,-1e-05,1.6e-05,-1.0,0.699963,0.883635,-0.544552,14_26_58_039010.png,0.003657
9062,1900-01-01 14:26:58.242667,75.516667,0.000249,0.399739,0.000101,-0.916629,0.063443,1.553805,-0.631833,0.044712,0.199704,-0.06296,0.976809,-0.467779,1.785824,-2.443061,-3.7e-05,3e-06,8e-06,-1.0,0.699984,0.883641,-0.544555,14_26_58_242294.png,0.000373
9085,1900-01-01 14:26:58.434333,75.708333,0.00026,0.399786,0.000103,-0.916608,0.063461,1.553797,-0.631866,0.036102,0.2105,-0.07674,0.973908,-0.526976,1.810666,-2.427439,-3.5e-05,1e-06,1.9e-05,-1.0,0.699972,0.88362,-0.544556,14_26_58_438280.png,0.003947
9110,1900-01-01 14:26:58.642667,75.916667,0.000247,0.399811,8.4e-05,-0.916598,0.063464,1.553779,-0.631851,0.034019,0.217692,-0.089279,0.97133,-0.572011,1.833433,-2.421842,-4e-05,0.0,1.3e-05,-1.0,0.699979,0.883637,-0.54455,14_26_58_640009.png,0.002658
9133,1900-01-01 14:26:58.834333,76.108333,0.000257,0.399749,0.000119,-0.916625,0.063474,1.553812,-0.631839,0.040125,0.235945,-0.104881,0.965257,-0.603591,1.845814,-2.406402,-4.1e-05,-2e-06,4e-06,-1.0,0.699982,0.883629,-0.544545,14_26_58_837764.png,0.003431
9157,1900-01-01 14:26:59.034333,76.308333,0.000249,0.399793,9.7e-05,-0.916605,0.063455,1.553801,-0.631853,0.049093,0.244535,-0.111894,0.961911,-0.645385,1.834766,-2.381142,-4.5e-05,-5e-06,1.9e-05,-1.0,0.699962,0.88365,-0.544557,14_26_59_037304.png,0.002971
9194,1900-01-01 14:26:59.342667,76.616667,0.000255,0.399775,9.9e-05,-0.916613,0.063457,1.553808,-0.631852,0.065022,0.238734,-0.09685,0.964053,-0.718597,1.789846,-2.310749,-4e-05,-2e-06,1.5e-05,-1.0,0.699992,0.883636,-0.54455,14_26_59_338955.png,0.003712
9217,1900-01-01 14:26:59.534333,76.808333,0.000249,0.399779,0.000101,-0.916612,0.063439,1.553814,-0.631822,0.071662,0.230776,-0.094319,0.96577,-0.762968,1.760375,-2.247823,-3.2e-05,1.5e-05,1.9e-05,-1.0,0.699962,0.883639,-0.544552,14_26_59_536807.png,0.002474
9241,1900-01-01 14:26:59.734333,77.008333,0.000258,0.399744,0.000119,-0.916627,0.063436,1.553843,-0.631826,0.06858,0.223998,-0.107109,0.966255,-0.796508,1.726336,-2.184446,-4.2e-05,1e-05,1.6e-05,-1.0,0.699953,0.883645,-0.544525,14_26_59_735934.png,0.001601
9265,1900-01-01 14:26:59.934333,77.208333,0.000254,0.399766,0.0001,-0.916617,0.063438,1.553824,-0.631847,0.08278,0.23556,-0.095824,0.963575,-0.829144,1.690989,-2.127816,-3.9e-05,2e-06,2.6e-05,-1.0,0.699936,0.883666,-0.544551,14_26_59_936875.png,0.002542
9289,1900-01-01 14:27:00.134333,77.408333,0.000247,0.399788,9.9e-05,-0.916608,0.063447,1.553798,-0.631854,0.087518,0.253733,-0.08683,0.959386,-0.869111,1.653232,-2.085318,-3.7e-05,1e-05,2.3e-05,-1.0,0.699972,0.883629,-0.544557,14_27_00_135500.png,0.001167
9313,1900-01-01 14:27:00.334333,77.608333,0.000257,0.39973,0.000116,-0.916633,0.063484,1.553793,-0.631835,0.089303,0.274686,-0.079444,0.954076,-0.92456,1.610175,-2.051943,-3.8e-05,-2e-06,8e-06,-1.0,0.699979,0.883639,-0.544555,14_27_00_336047.png,0.001714
9337,1900-01-01 14:27:00.534333,77.808333,0.000244,0.399818,0.000101,-0.916594,0.063463,1.553808,-0.631851,0.08992,0.2865,-0.096041,0.949004,-0.992039,1.58037,-2.027824,-3.9e-05,3e-06,1.2e-05,-1.0,0.699966,0.883632,-0.544547,14_27_00_536918.png,0.002585
9361,1900-01-01 14:27:00.734333,78.008333,0.000246,0.399772,0.000108,-0.916614,0.063451,1.553814,-0.631838,0.109939,0.317286,-0.09725,0.936902,-1.064532,1.555764,-2.001021,-4.2e-05,-3e-06,7e-06,-1.0,0.699998,0.883624,-0.544553,14_27_00_737164.png,0.002831
9386,1900-01-01 14:27:00.942667,78.216667,0.000239,0.399772,9e-05,-0.916615,0.063453,1.553785,-0.631849,0.122829,0.305176,-0.10256,0.938756,-1.125812,1.525556,-1.982367,-4e-05,-7e-06,1.9e-05,-1.0,0.699975,0.883615,-0.544561,14_27_00_945396.png,0.002729
9410,1900-01-01 14:27:01.142667,78.416667,0.000255,0.399744,0.000111,-0.916627,0.063447,1.553815,-0.631851,0.138173,0.31958,-0.111656,0.930758,-1.161904,1.492864,-1.9591,-3.8e-05,0.0,1.9e-05,-1.0,0.699975,0.883621,-0.544561,14_27_01_143104.png,0.000437
9433,1900-01-01 14:27:01.334333,78.608333,0.000264,0.399773,0.000109,-0.916614,0.063468,1.55382,-0.631854,0.168846,0.347763,-0.120657,0.914327,-1.178243,1.462271,-1.919851,-2.9e-05,0.0,1.4e-05,-1.0,0.699984,0.883622,-0.54454,14_27_01_335937.png,0.001604
9458,1900-01-01 14:27:01.542667,78.816667,0.00024,0.399739,9.7e-05,-0.916629,0.06346,1.553771,-0.631819,0.173885,0.352411,-0.13072,0.91021,-1.197767,1.445368,-1.873332,-3e-05,0.0,2e-05,-1.0,0.699966,0.883628,-0.544546,14_27_01_539440.png,0.003227
9481,1900-01-01 14:27:01.734333,79.008333,0.000251,0.399782,0.0001,-0.91661,0.063455,1.553804,-0.631837,0.162984,0.356118,-0.137018,0.909859,-1.215384,1.460643,-1.805741,-3.2e-05,1.3e-05,1.3e-05,-1.0,0.699992,0.883621,-0.544547,14_27_01_738462.png,0.004129
9506,1900-01-01 14:27:01.942667,79.216667,0.000257,0.399769,0.000106,-0.916616,0.063488,1.553774,-0.631851,0.151818,0.360841,-0.123031,0.911926,-1.233017,1.48741,-1.718938,-3.2e-05,4e-06,-1e-06,-1.0,0.700003,0.883611,-0.544533,14_27_01_939905.png,0.002762
9529,1900-01-01 14:27:02.134333,79.408333,0.000262,0.399749,0.000111,-0.916625,0.063478,1.553783,-0.631852,0.138817,0.35944,-0.112686,0.915879,-1.245947,1.507119,-1.652861,-3.9e-05,4e-06,1.1e-05,-1.0,0.699992,0.88362,-0.544522,14_27_02_138334.png,0.004001
9554,1900-01-01 14:27:02.342667,79.616667,0.000258,0.399771,0.000103,-0.916615,0.06347,1.55379,-0.631853,0.129558,0.362888,-0.116636,0.915381,-1.262909,1.531291,-1.597046,-2.9e-05,1.4e-05,7e-06,-1.0,0.700006,0.883622,-0.544544,14_27_02_339266.png,0.003401
9577,1900-01-01 14:27:02.534333,79.808333,0.000254,0.399756,9.9e-05,-0.916622,0.063443,1.553814,-0.631852,0.113029,0.386498,-0.100728,0.909779,-1.290715,1.553612,-1.549424,-3e-05,2e-06,2.2e-05,-1.0,0.699977,0.883642,-0.544532,14_27_02_535872.png,0.001539
9601,1900-01-01 14:27:02.734333,80.008333,0.000259,0.399761,0.000107,-0.916619,0.063478,1.553788,-0.631848,0.095127,0.4047,-0.11126,0.902657,-1.327079,1.57007,-1.492869,-3.4e-05,0.0,8e-06,-1.0,0.700006,0.883608,-0.544536,14_27_02_735569.png,0.001236
9625,1900-01-01 14:27:02.934333,80.208333,0.000248,0.399787,9.6e-05,-0.916608,0.06351,1.553775,-0.631842,0.102757,0.46422,-0.085812,0.875544,-1.373935,1.585948,-1.420358,-3.4e-05,-1.8e-05,3.8e-05,-1.0,0.699933,0.883627,-0.544549,14_27_02_935934.png,0.001601
9649,1900-01-01 14:27:03.134333,80.408333,0.000367,0.399739,0.000178,-0.916629,0.063496,1.553804,-0.631886,0.099541,0.490615,-0.103554,0.859456,-1.423553,1.619066,-1.357138,-3.9e-05,-1.5e-05,3e-05,-1.0,0.699968,0.883621,-0.544552,14_27_03_136177.png,0.001844
9673,1900-01-01 14:27:03.334333,80.608333,0.000541,0.39971,2.7e-05,-0.916641,0.063498,1.553582,-0.631942,0.092222,0.500091,-0.095526,0.855733,-1.469669,1.651928,-1.301107,-4.1e-05,-6e-06,9e-06,-1.0,0.699983,0.883628,-0.544563,14_27_03_337658.png,0.003325
9697,1900-01-01 14:27:03.534333,80.808333,0.000293,0.39988,4.7e-05,-0.916567,0.063514,1.553706,-0.631835,0.084036,0.512646,-0.071137,0.851511,-1.50597,1.671822,-1.252072,-4.6e-05,1e-06,1.7e-05,-1.0,0.699971,0.88364,-0.544545,14_27_03_537454.png,0.003121
9721,1900-01-01 14:27:03.734333,81.008333,0.000253,0.399758,0.000105,-0.916621,0.06347,1.553789,-0.631841,0.070388,0.518097,-0.080612,0.848601,-1.52878,1.67815,-1.210583,-4.5e-05,0.0,1.7e-05,-1.0,0.699955,0.88365,-0.544542,14_27_03_737518.png,0.003185
9745,1900-01-01 14:27:03.934333,81.208333,0.000246,0.399781,9.7e-05,-0.916611,0.063472,1.553791,-0.631828,0.06665,0.518256,-0.089922,0.847869,-1.535949,1.688805,-1.154583,-4.5e-05,1e-06,1.5e-05,-1.0,0.699974,0.883637,-0.544559,14_27_03_936359.png,0.002026
9770,1900-01-01 14:27:04.142667,81.416667,0.000401,0.399609,8.1e-05,-0.916686,0.063399,1.553724,-0.631881,0.050201,0.518515,-0.089948,0.848842,-1.535968,1.713437,-1.075594,-6e-05,3e-06,1.4e-05,-1.0,0.699973,0.883621,-0.544557,14_27_04_144745.png,0.002078
9793,1900-01-01 14:27:04.334333,81.608333,0.000405,0.399602,9.3e-05,-0.916689,0.063413,1.553732,-0.631869,0.044119,0.528639,-0.080344,0.843883,-1.535076,1.735936,-0.991814,-4.7e-05,2e-06,1.2e-05,-1.0,0.700001,0.88362,-0.544559,14_27_04_337085.png,0.002752
9817,1900-01-01 14:27:04.534333,81.808333,0.000538,0.399778,1.2e-05,-0.916612,0.063497,1.553588,-0.631953,0.018808,0.525945,-0.065813,0.84776,-1.544925,1.749493,-0.928841,-2.9e-05,-1e-06,1.5e-05,-1.0,0.699996,0.883632,-0.54454,14_27_04_538202.png,0.003869
9841,1900-01-01 14:27:04.734333,82.008333,0.000551,0.399706,2.6e-05,-0.916643,0.063501,1.553576,-0.63195,-0.015721,0.535604,-0.048118,0.842951,-1.572361,1.756515,-0.872916,-3.9e-05,-1e-06,1.1e-05,-1.0,0.699983,0.883624,-0.544561,14_27_04_736684.png,0.002351
9865,1900-01-01 14:27:04.934333,82.208333,0.00055,0.39968,2.3e-05,-0.916654,0.063466,1.55358,-0.631956,-0.052568,0.568422,-0.029581,0.820523,-1.607325,1.753796,-0.8082,-3.7e-05,-6e-06,1.2e-05,-1.0,0.699988,0.88363,-0.544553,14_27_04_936865.png,0.002532
9889,1900-01-01 14:27:05.134333,82.408333,0.000539,0.399715,1.8e-05,-0.916639,0.063478,1.553571,-0.631943,-0.055281,0.599608,-0.054183,0.796542,-1.638159,1.766344,-0.740679,-5e-05,-2e-05,1.4e-05,-1.0,0.69998,0.883604,-0.544555,14_27_05_135843.png,0.00151
9913,1900-01-01 14:27:05.334333,82.608333,0.000255,0.399753,0.000113,-0.916623,0.063488,1.553804,-0.631817,-0.034479,0.626207,-0.066427,0.776056,-1.664587,1.765584,-0.682004,-5.8e-05,-6e-06,1e-06,-1.0,0.699986,0.883628,-0.544559,14_27_05_336633.png,0.0023
9937,1900-01-01 14:27:05.534333,82.808333,0.000259,0.399788,0.000114,-0.916607,0.063484,1.553822,-0.631858,-0.009779,0.640024,-0.063735,0.765644,-1.689738,1.742798,-0.629468,-6.1e-05,-1e-05,6e-06,-1.0,0.69999,0.883617,-0.544567,14_27_05_537196.png,0.002863
9961,1900-01-01 14:27:05.734333,83.008333,0.000246,0.399777,9e-05,-0.916612,0.063455,1.553804,-0.631853,0.024245,0.65603,-0.064463,0.751586,-1.701565,1.7114,-0.587066,-2.9e-05,7e-06,2.3e-05,-1.0,0.699979,0.883639,-0.544557,14_27_05_737427.png,0.003094
9985,1900-01-01 14:27:05.934333,83.208333,0.000265,0.399767,0.000109,-0.916617,0.063497,1.553793,-0.631835,0.046125,0.661133,-0.079265,0.744642,-1.703109,1.686229,-0.553539,-3.5e-05,2e-06,8e-06,-1.0,0.699995,0.883615,-0.54454,14_27_05_936517.png,0.002184
10009,1900-01-01 14:27:06.134333,83.408333,0.000248,0.399751,0.000111,-0.916624,0.063492,1.553791,-0.631824,0.067742,0.666816,-0.091949,0.736419,-1.697246,1.660602,-0.522733,-3.3e-05,9e-06,1.2e-05,-1.0,0.699977,0.883645,-0.544561,14_27_06_137773.png,0.00344
10034,1900-01-01 14:27:06.342667,83.616667,0.000238,0.399737,0.000103,-0.91663,0.063461,1.553799,-0.631826,0.096547,0.675589,-0.105667,0.723251,-1.685181,1.638982,-0.474251,-4.1e-05,-1e-06,1.5e-05,-1.0,0.700012,0.883625,-0.544548,14_27_06_338725.png,0.003942
10057,1900-01-01 14:27:06.534333,83.808333,0.000255,0.399711,0.000124,-0.916641,0.063478,1.553802,-0.631815,0.107664,0.681261,-0.125138,0.713185,-1.671686,1.630977,-0.410972,-3.8e-05,1.5e-05,1.2e-05,-1.0,0.699984,0.883635,-0.544548,14_27_06_537170.png,0.002837
10081,1900-01-01 14:27:06.734333,84.008333,0.000246,0.399738,0.000103,-0.916629,0.063446,1.553811,-0.631832,0.103794,0.690202,-0.126163,0.704933,-1.66205,1.620581,-0.3371,-4.7e-05,-1e-05,2e-05,-1.0,0.699969,0.88365,-0.544559,14_27_06_736926.png,0.002593
10105,1900-01-01 14:27:06.934333,84.208333,0.000249,0.399771,9.5e-05,-0.916615,0.063441,1.55381,-0.63185,0.096218,0.685766,-0.124116,0.710677,-1.650343,1.59357,-0.280188,-3.5e-05,2e-05,1.4e-05,-1.0,0.699983,0.883628,-0.544548,14_27_06_937570.png,0.003237
10129,1900-01-01 14:27:07.134333,84.408333,0.000239,0.399782,9.2e-05,-0.91661,0.063481,1.553787,-0.631833,0.121443,0.684787,-0.121745,0.708164,-1.637427,1.562649,-0.232004,-3.3e-05,1.3e-05,7e-06,-1.0,0.699986,0.883631,-0.544552,14_27_07_138434.png,0.004101
10153,1900-01-01 14:27:07.334333,84.608333,0.000261,0.399785,0.000116,-0.916609,0.063506,1.553794,-0.631833,0.134738,0.692099,-0.140799,0.694997,-1.622399,1.537223,-0.184631,-3.2e-05,2e-06,2.3e-05,-1.0,0.699969,0.883644,-0.544548,14_27_07_337436.png,0.003103
10177,1900-01-01 14:27:07.534333,84.808333,0.000262,0.399786,0.000116,-0.916609,0.063489,1.553812,-0.63185,0.142458,0.709649,-0.160458,0.671086,-1.611123,1.520562,-0.134241,-3.7e-05,-4e-06,1.6e-05,-1.0,0.699986,0.883637,-0.544538,14_27_07_537419.png,0.003086
10201,1900-01-01 14:27:07.734333,85.008333,0.000255,0.399738,0.000105,-0.916629,0.063463,1.55379,-0.631843,0.123083,0.743371,-0.195798,0.627625,-1.610506,1.515038,-0.069496,-3.8e-05,7e-06,1.4e-05,-1.0,0.69999,0.883633,-0.54455,14_27_07_737116.png,0.002783
10225,1900-01-01 14:27:07.934333,85.208333,0.000248,0.39978,0.000107,-0.916611,0.063461,1.553806,-0.631852,0.124773,0.766396,-0.158919,0.609765,-1.624114,1.529725,0.00509,-4.4e-05,-6e-06,7e-06,-1.0,0.700006,0.883608,-0.544549,14_27_07_937287.png,0.002954
10250,1900-01-01 14:27:08.142667,85.416667,0.000251,0.399762,0.000104,-0.916619,0.063464,1.553809,-0.631843,0.094754,0.785233,-0.13425,0.596999,-1.643266,1.551175,0.074159,-4.3e-05,-1.4e-05,2.1e-05,-1.0,0.699977,0.883645,-0.544559,14_27_08_141030.png,0.001637
10273,1900-01-01 14:27:08.334333,85.608333,0.000258,0.399748,0.00011,-0.916625,0.063457,1.553798,-0.631855,0.068832,0.794026,-0.114595,0.593003,-1.658664,1.572401,0.120824,-4.5e-05,-7e-06,6e-06,-1.0,0.699995,0.883624,-0.544554,14_27_08_337122.png,0.002789
10297,1900-01-01 14:27:08.534333,85.808333,0.000255,0.399782,0.000105,-0.91661,0.063474,1.553809,-0.63185,0.051932,0.797565,-0.108866,0.591051,-1.659994,1.601783,0.159895,-4.5e-05,-7e-06,8e-06,-1.0,0.70001,0.883629,-0.544574,14_27_08_536334.png,0.002001
10321,1900-01-01 14:27:08.734333,86.008333,0.000252,0.399764,0.000108,-0.916618,0.063454,1.553832,-0.631847,0.042605,0.799555,-0.108806,0.589117,-1.649329,1.624123,0.194337,-4.4e-05,-8e-06,1.3e-05,-1.0,0.699987,0.883633,-0.544547,14_27_08_736805.png,0.002472
10345,1900-01-01 14:27:08.934333,86.208333,0.00025,0.399775,0.000117,-0.916613,0.063486,1.553814,-0.631835,0.005171,0.807573,-0.095688,0.58193,-1.634334,1.645867,0.233594,-3.1e-05,-1e-06,1.3e-05,-1.0,0.699976,0.883623,-0.544538,14_27_08_935856.png,0.001523
10370,1900-01-01 14:27:09.142667,86.416667,0.000263,0.399759,0.000114,-0.91662,0.063492,1.553806,-0.631841,-0.024705,0.815191,-0.122708,0.565505,-1.603587,1.682252,0.278808,-3.1e-05,-5e-06,1.6e-05,-1.0,0.699973,0.883628,-0.544545,14_27_09_145210.png,0.002543
10393,1900-01-01 14:27:09.334333,86.608333,0.00025,0.399773,9.9e-05,-0.916614,0.063453,1.553821,-0.631831,-0.043763,0.827025,-0.112985,0.548952,-1.568998,1.705821,0.324176,-3.6e-05,-1e-06,7e-06,-1.0,0.699978,0.883622,-0.544525,14_27_09_336682.png,0.002349
10417,1900-01-01 14:27:09.534333,86.808333,0.000256,0.399777,0.000113,-0.916613,0.063496,1.553806,-0.631842,-0.058533,0.830918,-0.086667,0.546477,-1.547056,1.717709,0.368309,-4.1e-05,4e-06,1.5e-05,-1.0,0.69999,0.883623,-0.544546,14_27_09_537759.png,0.003426
10441,1900-01-01 14:27:09.734333,87.008333,0.000245,0.399764,0.000103,-0.916618,0.063459,1.553805,-0.631842,-0.075487,0.834746,-0.060667,0.542052,-1.533684,1.72882,0.407462,-4.1e-05,-8e-06,8e-06,-1.0,0.699999,0.88364,-0.544561,14_27_09_736101.png,0.001768
10465,1900-01-01 14:27:09.934333,87.208333,0.000263,0.399741,0.000102,-0.916628,0.063441,1.553824,-0.631869,-0.086821,0.841483,-0.028965,0.532475,-1.528146,1.736471,0.442478,-3.1e-05,1.6e-05,1.4e-05,-1.0,0.699978,0.88365,-0.54456,14_27_09_937425.png,0.003092
10489,1900-01-01 14:27:10.134333,87.408333,0.000247,0.39979,9.5e-05,-0.916607,0.063458,1.553804,-0.63185,-0.076376,0.854015,-0.010991,0.514494,-1.526812,1.735044,0.482463,-3.4e-05,-1e-06,6e-06,-1.0,0.700018,0.883613,-0.544549,14_27_10_138331.png,0.003998
10513,1900-01-01 14:27:10.334333,87.608333,0.000253,0.399792,8.5e-05,-0.916606,0.063464,1.553796,-0.631858,-0.071173,0.86616,-0.026664,0.493954,-1.521605,1.734512,0.524912,-2.9e-05,-2e-06,2e-05,-1.0,0.699993,0.883638,-0.54456,14_27_10_337213.png,0.00288
10537,1900-01-01 14:27:10.534333,87.808333,0.000238,0.399839,0.0001,-0.916585,0.063489,1.553648,-0.631752,-0.049453,0.877922,-0.054308,0.473136,-1.518334,1.729766,0.56307,-3.4e-05,-1e-06,1.7e-05,-1.0,0.699972,0.883631,-0.544557,14_27_10_536508.png,0.002175
10562,1900-01-01 14:27:10.742667,88.016667,0.000251,0.399748,0.000121,-0.916625,0.063484,1.55381,-0.631852,-0.044214,0.885798,-0.069883,0.456644,-1.518239,1.71686,0.600301,2.5e-05,6e-05,-6.2e-05,-1.0,0.700113,0.883506,-0.544506,14_27_10_743733.png,0.001066
10586,1900-01-01 14:27:10.942667,88.216667,0.000244,0.399766,0.000104,-0.916617,0.06346,1.553814,-0.631839,-0.039895,0.892612,-0.073317,0.443031,-1.514235,1.698922,0.636415,-3.3e-05,-1.4e-05,1.1e-05,-1.0,0.700003,0.883636,-0.54454,14_27_10_940861.png,0.001806
10609,1900-01-01 14:27:11.134333,88.408333,0.000249,0.399734,0.000104,-0.916631,0.063477,1.553794,-0.631816,-0.029939,0.899334,-0.084516,0.427971,-1.50008,1.675695,0.664774,-4.2e-05,1.9e-05,4e-06,-1.0,0.699997,0.883642,-0.544556,14_27_11_136750.png,0.002417
10633,1900-01-01 14:27:11.334333,88.608333,0.000247,0.399771,8.9e-05,-0.916615,0.063435,1.553796,-0.631833,-0.016034,0.909005,-0.093175,0.405919,-1.465119,1.649161,0.69341,-3.2e-05,1.3e-05,1.3e-05,-1.0,0.699967,0.883663,-0.544543,14_27_11_336946.png,0.002613
10657,1900-01-01 14:27:11.534333,88.808333,0.00032,0.399708,8.6e-05,-0.916642,0.063491,1.553669,-0.631826,-0.002103,0.915159,-0.099093,0.390718,-1.413251,1.620207,0.725356,-3.7e-05,-5e-06,1.9e-05,-1.0,0.700004,0.883623,-0.544562,14_27_11_536475.png,0.002142
10681,1900-01-01 14:27:11.734333,89.008333,0.000196,0.399767,8.9e-05,-0.916617,0.063434,1.55374,-0.631761,0.001031,0.918764,-0.108315,0.379657,-1.345667,1.600207,0.760463,-3.9e-05,1.5e-05,4e-06,-1.0,0.699992,0.883621,-0.544557,14_27_11_735901.png,0.001568
10705,1900-01-01 14:27:11.934333,89.208333,0.000209,0.39973,9.2e-05,-0.916633,0.063463,1.55375,-0.631753,0.028861,0.92846,-0.131778,0.346069,-1.265845,1.587035,0.794074,-4.6e-05,0.0,1.2e-05,-1.0,0.700002,0.883644,-0.54455,14_27_11_935993.png,0.00166
10729,1900-01-01 14:27:12.134333,89.408333,0.000249,0.399764,0.000125,-0.916618,0.063504,1.553828,-0.631826,0.023848,0.912759,-0.158613,0.375693,-1.207248,1.569304,0.825357,-3.4e-05,7e-06,1.4e-05,-1.0,0.699995,0.88365,-0.544543,14_27_12_136360.png,0.002027
10754,1900-01-01 14:27:12.342667,89.616667,0.000323,0.399711,0.000104,-0.916641,0.063469,1.553709,-0.631826,0.074268,0.916974,-0.163728,0.356141,-1.158007,1.548909,0.860347,-4.2e-05,-7e-06,1.1e-05,-1.0,0.699979,0.883645,-0.544533,14_27_12_340744.png,0.001923
10777,1900-01-01 14:27:12.534333,89.808333,0.000317,0.399667,8.6e-05,-0.91666,0.06344,1.553689,-0.631826,0.077017,0.922314,-0.172006,0.337372,-1.118985,1.536722,0.895214,-3.8e-05,9e-06,1.5e-05,-1.0,0.699972,0.88366,-0.544545,14_27_12_536630.png,0.002297
10801,1900-01-01 14:27:12.734333,90.008333,0.000319,0.399652,0.000107,-0.916667,0.063447,1.553725,-0.631814,0.066167,0.939266,-0.150207,0.301394,-1.074506,1.529805,0.94152,-4.4e-05,-1.7e-05,1.8e-05,-1.0,0.699956,0.883665,-0.544529,14_27_12_735756.png,0.001423
10825,1900-01-01 14:27:12.934333,90.208333,0.000348,0.399695,1.4e-05,-0.916648,0.06341,1.553523,-0.631797,0.052181,0.956849,-0.134998,0.25198,-1.022549,1.53782,0.996482,-5e-05,-2.2e-05,-5e-06,-1.0,0.700026,0.883632,-0.544518,14_27_12_936672.png,0.002339
10849,1900-01-01 14:27:13.134333,90.408333,0.00034,0.399685,4e-05,-0.916652,0.063436,1.553542,-0.631794,0.038868,0.969422,-0.12632,0.20677,-0.973948,1.564924,1.059564,-5.4e-05,-4e-06,1.2e-05,-1.0,0.699993,0.883635,-0.544553,14_27_13_137548.png,0.003215
10874,1900-01-01 14:27:13.342667,90.616667,0.000201,0.399729,0.000112,-0.916633,0.063465,1.55375,-0.631759,0.019693,0.975507,-0.127636,0.178064,-0.937716,1.594322,1.114561,-3.7e-05,4.8e-05,4.4e-05,-1.0,0.699943,0.883653,-0.544583,14_27_13_339921.png,0.002746
