Frame,Actual Time,Time Elapsed,H_qx,H_qy,H_qz,H_qw,H_x,H_y,H_z,S_qx,S_qy,S_qz,S_qw,S_x,S_y,S_z,W_qx,W_qy,W_qz,W_qw,W_x,W_y,W_z,Closest Image,Time Difference (s)
4525,1900-01-01 14:26:20.434333,37.708333,0.00022,0.399741,8.8e-05,-0.916628,0.063436,1.553716,-0.631769,-0.050156,0.955058,-0.105685,0.272358,-1.301446,1.822996,1.057267,-2.6e-05,8e-06,1.2e-05,-1.0,0.699968,0.883598,-0.544543,14_26_20_436917.png,0.002584
4549,1900-01-01 14:26:20.634333,37.908333,0.00034,0.399715,2e-05,-0.91664,0.063407,1.553512,-0.631815,-0.052465,0.952762,-0.11306,0.276963,-1.3015,1.824262,1.018518,-4.1e-05,1.2e-05,1e-05,-1.0,0.699987,0.883576,-0.54455,14_26_20_637749.png,0.003416
4574,1900-01-01 14:26:20.842667,38.116667,0.000314,0.399744,8.6e-05,-0.916627,0.06348,1.553659,-0.631854,,,,,,,,-4.1e-05,-7e-06,1.9e-05,-1.0,0.699973,0.883603,-0.544571,14_26_20_840645.png,0.002022
4598,1900-01-01 14:26:21.042667,38.316667,0.000316,0.399693,7.9e-05,-0.916649,0.063411,1.55365,-0.631848,-0.052862,0.944766,-0.130481,0.295968,-1.306735,1.81682,0.955339,-4.7e-05,-2e-05,6e-06,-1.0,0.700011,0.883572,-0.544574,14_26_21_039511.png,0.003156
4622,1900-01-01 14:26:21.242667,38.516667,0.000338,0.399672,0.000103,-0.916658,0.063478,1.553639,-0.631839,,,,,,,,-4.9e-05,-1.6e-05,1e-05,-1.0,0.700006,0.883574,-0.544574,14_26_21_239829.png,0.002838
4645,1900-01-01 14:26:21.434333,38.708333,0.000258,0.399816,8.8e-05,-0.916596,0.063459,1.553744,-0.63187,-0.051357,0.935233,-0.152104,0.315541,-1.345383,1.799936,0.906697,-5.1e-05,-8e-06,-1e-06,-1.0,0.699995,0.883578,-0.544562,14_26_21_437972.png,0.003639
4669,1900-01-01 14:26:21.634333,38.908333,0.000247,0.399804,0.00014,-0.916601,0.063532,1.55361,-0.631748,-0.036297,0.935155,-0.159067,0.314429,-1.383873,1.789507,0.88051,-3.8e-05,1.6e-05,1.4e-05,-1.0,0.699982,0.883584,-0.544573,14_26_21_637112.png,0.002779
4693,1900-01-01 14:26:21.834333,39.108333,0.00022,0.399729,9.5e-05,-0.916633,0.063455,1.553693,-0.631784,-0.0252,0.930047,-0.164687,0.327501,-1.435816,1.779152,0.859398,-5.5e-05,-8e-06,-3e-06,-1.0,0.700007,0.883555,-0.544578,14_26_21_838341.png,0.004008
4717,1900-01-01 14:26:22.034333,39.308333,0.000182,0.399739,0.000116,-0.916629,0.063432,1.553822,-0.631841,-0.022103,0.932046,-0.150872,0.328693,-1.483941,1.765722,0.846505,-4.2e-05,3e-06,-4e-06,-1.0,0.699981,0.883589,-0.54458,14_26_22_036162.png,0.001829
4743,1900-01-01 14:26:22.251000,39.525,0.000234,0.399759,0.000112,-0.91662,0.063456,1.553785,-0.631832,-0.007033,0.931549,-0.148967,0.331627,-1.522329,1.744393,0.82583,-4.6e-05,-1.5e-05,3e-06,-1.0,0.700021,0.883578,-0.544578,14_26_22_248489.png,0.002511
4765,1900-01-01 14:26:22.434333,39.708333,0.000321,0.399693,8.7e-05,-0.916649,0.063452,1.553661,-0.631853,0.005096,0.928987,-0.13869,0.343107,-1.553375,1.711139,0.808996,-5.9e-05,-2.5e-05,7e-06,-1.0,0.700025,0.883571,-0.544566,14_26_22_436933.png,0.0026
4790,1900-01-01 14:26:22.642667,39.916667,0.000262,0.399734,0.000142,-0.916631,0.06344,1.553724,-0.631837,0.012452,0.928917,-0.138583,0.343151,-1.594603,1.673427,0.79835,-4.7e-05,-1.5e-05,1.2e-05,-1.0,0.699993,0.883557,-0.544593,14_26_22_638772.png,0.003895
4813,1900-01-01 14:26:22.834333,40.108333,0.000255,0.399756,8.5e-05,-0.916621,0.063449,1.553773,-0.631864,0.003298,0.923242,-0.141808,0.357077,-1.63356,1.641284,0.794091,-5.1e-05,3e-06,1.3e-05,-1.0,0.699977,0.883588,-0.544573,14_26_22_836404.png,0.002071
4837,1900-01-01 14:26:23.034333,40.308333,0.000247,0.399762,0.000109,-0.916619,0.063463,1.553805,-0.631837,0.011762,0.923852,-0.135581,0.357739,-1.657363,1.611062,0.790408,-3.6e-05,4e-06,1.4e-05,-1.0,0.69997,0.883611,-0.544555,14_26_23_037477.png,0.003144
4861,1900-01-01 14:26:23.234333,40.508333,0.000259,0.399747,0.000108,-0.916626,0.063494,1.553777,-0.631825,0.014322,0.920529,-0.143851,0.362943,-1.679474,1.588103,0.784037,-4.4e-05,5e-06,5e-06,-1.0,0.699973,0.883613,-0.544563,14_26_23_237837.png,0.003504
4885,1900-01-01 14:26:23.434333,40.708333,0.00025,0.399752,0.000109,-0.916623,0.063469,1.553803,-0.631841,0.013275,0.91416,-0.135895,0.381665,-1.682546,1.561617,0.764268,-4.1e-05,1e-06,9e-06,-1.0,0.700012,0.883585,-0.544547,14_26_23_437695.png,0.003362
4909,1900-01-01 14:26:23.634333,40.908333,0.00024,0.399786,8.4e-05,-0.916609,0.06342,1.553792,-0.631856,0.017321,0.906647,-0.132362,0.400214,-1.664918,1.519645,0.728131,-4.7e-05,9e-06,1.7e-05,-1.0,0.699972,0.883605,-0.544566,14_26_23_637622.png,0.003289
4933,1900-01-01 14:26:23.834333,41.108333,0.000234,0.399784,0.000144,-0.916609,0.063479,1.553803,-0.63183,0.039235,0.892649,-0.127113,0.430676,-1.651566,1.490518,0.688455,-2.3e-05,7.4e-05,4.2e-05,-1.0,0.699933,0.883647,-0.54461,14_26_23_837600.png,0.003267
4958,1900-01-01 14:26:24.042667,41.316667,0.000223,0.399725,9.6e-05,-0.916635,0.06342,1.553716,-0.631777,0.039078,0.880578,-0.103261,0.460862,-1.644471,1.466999,0.650001,-3.2e-05,3e-06,8e-06,-1.0,0.699983,0.883595,-0.544541,14_26_24_038604.png,0.004063
4982,1900-01-01 14:26:24.242667,41.516667,0.000209,0.399727,8.3e-05,-0.916634,0.063419,1.553712,-0.63177,0.026906,0.862562,-0.128838,0.488533,-1.63913,1.451858,0.612598,-3.3e-05,1e-05,6e-06,-1.0,0.699984,0.883602,-0.544556,14_26_24_238760.png,0.003907
5005,1900-01-01 14:26:24.434333,41.708333,0.000205,0.399712,8.4e-05,-0.916641,0.063446,1.553706,-0.631755,0.065807,0.858538,-0.144891,0.487431,-1.632719,1.44928,0.576219,-3.8e-05,-9e-06,1.6e-05,-1.0,0.699974,0.883612,-0.544558,14_26_24_436030.png,0.001697
5029,1900-01-01 14:26:24.634333,41.908333,0.000256,0.399769,0.000101,-0.916616,0.063473,1.553786,-0.63185,0.068944,0.854167,-0.176384,0.484288,-1.64324,1.468019,0.532965,-2.9e-05,1.2e-05,8e-06,-1.0,0.699967,0.883632,-0.544549,14_26_24_635026.png,0.000693
5053,1900-01-01 14:26:24.834333,42.108333,0.00025,0.39977,7.8e-05,-0.916615,0.063457,1.553763,-0.631827,0.063399,0.843212,-0.205546,0.492672,-1.671247,1.498056,0.476512,-4e-05,-3e-06,9e-06,-1.0,0.699997,0.883592,-0.544538,14_26_24_837627.png,0.003294
5077,1900-01-01 14:26:25.034333,42.308333,0.000246,0.399761,0.000102,-0.916619,0.06342,1.55381,-0.631832,0.058233,0.840207,-0.208044,0.497372,-1.716652,1.535774,0.414129,-4.1e-05,2e-06,1.2e-05,-1.0,0.699973,0.883612,-0.544542,14_26_25_035983.png,0.00165
5101,1900-01-01 14:26:25.234333,42.508333,0.00025,0.399775,9.5e-05,-0.916614,0.063442,1.55379,-0.631853,0.067673,0.851452,-0.176107,0.489321,-1.76848,1.573485,0.36065,-3.8e-05,-3e-06,1.4e-05,-1.0,0.699982,0.883612,-0.544553,14_26_25_235645.png,0.001312
5125,1900-01-01 14:26:25.434333,42.708333,0.000251,0.39978,0.000105,-0.916611,0.063478,1.55378,-0.63185,0.047043,0.844976,-0.193731,0.496256,-1.818905,1.613744,0.30057,-4e-05,4e-06,7e-06,-1.0,0.699995,0.883599,-0.54456,14_26_25_436067.png,0.001734
5150,1900-01-01 14:26:25.642667,42.916667,0.000251,0.39978,9.9e-05,-0.916611,0.06348,1.55376,-0.63185,0.00127,0.849069,-0.178172,0.497328,-1.857817,1.647111,0.245804,-3.7e-05,1.4e-05,6e-06,-1.0,0.699985,0.883605,-0.54455,14_26_25_639283.png,0.003384
5173,1900-01-01 14:26:25.834333,43.108333,0.000251,0.399792,9.2e-05,-0.916606,0.063447,1.553781,-0.631872,0.011699,0.853785,-0.161817,0.494701,-1.868544,1.673421,0.201614,-4.2e-05,-1.1e-05,1.6e-05,-1.0,0.699972,0.883611,-0.54455,14_26_25_837596.png,0.003263
5197,1900-01-01 14:26:26.034333,43.308333,0.000262,0.399767,9.9e-05,-0.916617,0.063414,1.553817,-0.631848,-0.014783,0.854492,-0.155587,0.495397,-1.855811,1.695104,0.145595,-3.5e-05,-2e-06,1.4e-05,-1.0,0.699959,0.883635,-0.544533,14_26_26_037957.png,0.003624
5222,1900-01-01 14:26:26.242667,43.516667,0.000252,0.399747,0.000106,-0.916626,0.06345,1.553792,-0.631817,-0.012653,0.855451,-0.135832,0.499593,-1.825273,1.709222,0.07333,-2.6e-05,9e-06,3e-05,-1.0,0.699946,0.883632,-0.544545,14_26_26_238715.png,0.003952
5245,1900-01-01 14:26:26.434333,43.708333,0.000264,0.399766,0.000117,-0.916617,0.063482,1.553795,-0.631861,0.000308,0.85387,-0.125683,0.505085,-1.781749,1.723858,0.0029,-3.6e-05,1e-06,9e-06,-1.0,0.699975,0.88362,-0.544557,14_26_26_437011.png,0.002678
5269,1900-01-01 14:26:26.634333,43.908333,0.000245,0.399748,0.000108,-0.916625,0.063445,1.553785,-0.631843,-0.010072,0.850023,-0.123301,0.512013,-1.752497,1.74505,-0.061532,-3.9e-05,1e-06,1.5e-05,-1.0,0.699983,0.883602,-0.544552,14_26_26_637626.png,0.003293
5293,1900-01-01 14:26:26.834333,44.108333,0.000258,0.399784,0.000106,-0.916609,0.063457,1.553798,-0.631848,-0.051207,0.839787,-0.127258,0.525301,-1.744888,1.767035,-0.11146,-2.7e-05,1.5e-05,1.9e-05,-1.0,0.699968,0.883617,-0.544561,14_26_26_838147.png,0.003814
5318,1900-01-01 14:26:27.042667,44.316667,0.000262,0.399794,0.0001,-0.916605,0.063485,1.553773,-0.631848,-0.068211,0.823761,-0.125868,0.548563,-1.755731,1.797114,-0.158857,-2.8e-05,1.3e-05,8e-06,-1.0,0.700006,0.883589,-0.544553,14_26_27_039661.png,0.003006
5343,1900-01-01 14:26:27.251000,44.525,0.000247,0.399783,9.5e-05,-0.91661,0.063459,1.553777,-0.631839,-0.069213,0.801902,-0.104893,0.584089,-1.784066,1.831695,-0.216557,-3e-05,1.5e-05,1.2e-05,-1.0,0.699957,0.883612,-0.544555,14_26_27_254056.png,0.003056
5365,1900-01-01 14:26:27.434333,44.708333,0.000257,0.399786,0.000107,-0.916608,0.063463,1.553792,-0.63186,-0.079261,0.797636,-0.103369,0.588905,-1.818782,1.850528,-0.269989,-3.5e-05,-9e-06,9e-06,-1.0,0.700001,0.883598,-0.544562,14_26_27_435794.png,0.001461
5389,1900-01-01 14:26:27.634333,44.908333,0.000261,0.399787,0.000107,-0.916608,0.063493,1.553761,-0.63185,-0.08962,0.79251,-0.097361,0.59533,-1.859475,1.865896,-0.331132,-3.4e-05,0.0,6e-06,-1.0,0.699989,0.883594,-0.544557,14_26_27_637869.png,0.003536
5414,1900-01-01 14:26:27.842667,45.116667,0.000259,0.399793,0.000111,-0.916605,0.063481,1.553791,-0.631868,-0.068689,0.779109,-0.082259,0.61766,-1.891151,1.863693,-0.385433,-4e-05,-7e-06,9e-06,-1.0,0.699963,0.88362,-0.54455,14_26_27_838556.png,0.004111
5437,1900-01-01 14:26:28.034333,45.308333,0.000266,0.399787,0.000107,-0.916608,0.063487,1.553779,-0.631854,-0.037262,0.775936,-0.070456,0.625756,-1.914526,1.847049,-0.42707,-4.2e-05,1e-06,2.3e-05,-1.0,0.699977,0.883622,-0.544557,14_26_28_037492.png,0.003159
5461,1900-01-01 14:26:28.234333,45.508333,0.000248,0.399751,9.1e-05,-0.916624,0.06344,1.553763,-0.631842,-0.039851,0.766923,-0.0893,0.634245,-1.928072,1.818058,-0.460942,-3.8e-05,-4e-06,6e-06,-1.0,0.699972,0.883602,-0.544545,14_26_28_237163.png,0.00283
5485,1900-01-01 14:26:28.434333,45.708333,0.000245,0.399781,0.000112,-0.916611,0.063471,1.553787,-0.63183,-0.023541,0.757809,-0.062567,0.649043,-1.931012,1.777026,-0.483878,-3.5e-05,1.1e-05,1.1e-05,-1.0,0.700008,0.8836,-0.544535,14_26_28_437729.png,0.003396
5510,1900-01-01 14:26:28.642667,45.916667,0.00026,0.399765,0.00011,-0.916617,0.063493,1.553765,-0.631849,-0.014915,0.747949,-0.040248,0.662367,-1.924383,1.723492,-0.51844,-3.8e-05,-8e-06,2.5e-05,-1.0,0.699968,0.8836,-0.544555,14_26_28_638572.png,0.004095
5535,1900-01-01 14:26:28.851000,46.125,0.000254,0.399791,0.000108,-0.916606,0.063473,1.553782,-0.631853,-0.001678,0.740229,-0.06128,0.669555,-1.899296,1.684825,-0.56584,-3.6e-05,8e-06,1.3e-05,-1.0,0.699977,0.883606,-0.544551,14_26_28_850624.png,0.000376
5558,1900-01-01 14:26:29.042667,46.316667,0.000254,0.399761,0.000104,-0.916619,0.063473,1.553783,-0.631845,0.012579,0.731058,-0.062828,0.679301,-1.878742,1.66351,-0.614367,-3.9e-05,-1.2e-05,1.7e-05,-1.0,0.699987,0.883608,-0.544552,14_26_29_038573.png,0.004094
5581,1900-01-01 14:26:29.234333,46.508333,0.000253,0.39975,0.000109,-0.916624,0.063464,1.553785,-0.631846,0.01805,0.723806,-0.071479,0.686054,-1.859579,1.648427,-0.663614,-3.2e-05,1.2e-05,1.1e-05,-1.0,0.699981,0.883607,-0.544552,14_26_29_238307.png,0.003974
5605,1900-01-01 14:26:29.434333,46.708333,0.000262,0.399763,0.000118,-0.916619,0.063493,1.553769,-0.631845,0.027975,0.717242,-0.091236,0.690259,-1.846941,1.639367,-0.709411,-3.5e-05,-4e-06,2.3e-05,-1.0,0.699977,0.883615,-0.544562,14_26_29_437352.png,0.003019
5629,1900-01-01 14:26:29.634333,46.908333,0.000252,0.399789,9.4e-05,-0.916607,0.063468,1.553762,-0.631858,0.033412,0.706561,-0.093884,0.700601,-1.852176,1.633504,-0.748519,-3.9e-05,-1.1e-05,1.7e-05,-1.0,0.699986,0.883607,-0.54456,14_26_29_638092.png,0.003759
5654,1900-01-01 14:26:29.842667,47.116667,0.000245,0.399842,0.000107,-0.916584,0.063527,1.553615,-0.631733,0.047618,0.6916,-0.081879,0.716043,-1.87055,1.62093,-0.801433,-3.3e-05,-1e-05,1.4e-05,-1.0,0.699973,0.883613,-0.544549,14_26_29_838771.png,0.003896
5678,1900-01-01 14:26:30.042667,47.316667,0.000262,0.399794,9.7e-05,-0.916605,0.063473,1.553769,-0.631846,0.054546,0.675206,-0.100153,0.72876,-1.895246,1.60723,-0.869738,-3.6e-05,-4e-06,2.2e-05,-1.0,0.699967,0.883626,-0.544556,14_26_30_038682.png,0.003985
5701,1900-01-01 14:26:30.234333,47.508333,0.000257,0.399812,9.1e-05,-0.916597,0.063484,1.553761,-0.631853,0.065469,0.669639,-0.089904,0.734312,-1.919944,1.587746,-0.934919,-2.9e-05,4e-06,8e-06,-1.0,0.699992,0.883606,-0.544555,14_26_30_235876.png,0.001543
5727,1900-01-01 14:26:30.451000,47.725,0.000262,0.399792,0.000114,-0.916606,0.063488,1.553798,-0.631849,0.068823,0.64284,-0.111645,0.754689,-1.946016,1.557232,-0.997352,-4.3e-05,-1.6e-05,1.7e-05,-1.0,0.699974,0.883608,-0.544556,14_26_30_449593.png,0.001407
5749,1900-01-01 14:26:30.634333,47.908333,0.00025,0.399752,0.000101,-0.916623,0.063475,1.55376,-0.631838,0.081502,0.639294,-0.108087,0.756953,-1.958077,1.529668,-1.037072,-3e-05,1e-06,1.5e-05,-1.0,0.699984,0.883607,-0.544537,14_26_30_637680.png,0.003347
5774,1900-01-01 14:26:30.842667,48.116667,0.000246,0.399834,9.5e-05,-0.916588,0.063498,1.553618,-0.631745,0.08826,0.673155,-0.099274,0.727473,-1.951771,1.511693,-1.072449,-3.3e-05,6e-06,2e-05,-1.0,0.699962,0.883627,-0.544552,14_26_30_840451.png,0.002216
5797,1900-01-01 14:26:31.034333,48.308333,0.000244,0.399801,9.3e-05,-0.916602,0.063456,1.553786,-0.631845,0.075354,0.708043,-0.096252,0.695509,-1.928988,1.505904,-1.108364,-2.9e-05,1.7e-05,1e-05,-1.0,0.699961,0.88363,-0.544547,14_26_31_037049.png,0.002716
5821,1900-01-01 14:26:31.234333,48.508333,0.000252,0.399736,0.000113,-0.91663,0.063447,1.553803,-0.631812,0.056198,0.691176,-0.068514,0.717233,-1.897072,1.509815,-1.14181,-3.5e-05,2e-06,1.7e-05,-1.0,0.699964,0.88363,-0.54453,14_26_31_237124.png,0.002791
5846,1900-01-01 14:26:31.442667,48.716667,0.000252,0.399785,0.000102,-0.916609,0.063443,1.553812,-0.631833,0.040858,0.611278,-0.049377,0.788817,-1.859266,1.520596,-1.164604,-4e-05,1e-06,1.5e-05,-1.0,0.699963,0.883633,-0.544537,14_26_31_442183.png,0.000484
5870,1900-01-01 14:26:31.642667,48.916667,0.000264,0.399733,0.000111,-0.916632,0.063454,1.553793,-0.631838,0.012014,0.54767,-0.053644,0.834886,-1.833385,1.534544,-1.178638,-2.8e-05,7e-06,1.6e-05,-1.0,0.700001,0.883615,-0.54456,14_26_31_639164.png,0.003503
5893,1900-01-01 14:26:31.834333,49.108333,0.000252,0.399746,0.000108,-0.916626,0.063451,1.5538,-0.63184,0.015357,0.552812,-0.040421,0.832183,-1.810598,1.556088,-1.184733,-4.3e-05,-7e-06,7e-06,-1.0,0.699973,0.883625,-0.544525,14_26_31_833700.png,0.000633
5917,1900-01-01 14:26:32.034333,49.308333,0.000255,0.399773,0.000109,-0.916614,0.063442,1.553804,-0.631864,0.026913,0.601483,-0.024759,0.798048,-1.784868,1.577213,-1.197739,-4.2e-05,-5e-06,1.5e-05,-1.0,0.699966,0.883615,-0.544542,14_26_32_034238.png,9.5e-05
5941,1900-01-01 14:26:32.234333,49.508333,0.000255,0.399774,0.000108,-0.916614,0.063489,1.553765,-0.631833,0.041139,0.665341,-0.013521,0.745283,-1.762361,1.593265,-1.225702,-3.7e-05,-8e-06,2.1e-05,-1.0,0.699975,0.883612,-0.544555,14_26_32_235355.png,0.001022
5966,1900-01-01 14:26:32.442667,49.716667,0.00032,0.399839,6e-05,-0.916585,0.06349,1.55371,-0.631849,0.039837,0.699183,0.007937,0.713788,-1.742677,1.610329,-1.277075,-3e-05,6e-06,2.8e-05,-1.0,0.699983,0.883605,-0.544551,14_26_32_438627.png,0.00404
5990,1900-01-01 14:26:32.642667,49.916667,0.00027,0.399843,3e-05,-0.916584,0.063455,1.553694,-0.631835,0.020572,0.698224,0.0195,0.715318,-1.735549,1.636211,-1.337165,-2.2e-05,3e-06,1.3e-05,-1.0,0.69998,0.883608,-0.544542,14_26_32_639617.png,0.00305
6014,1900-01-01 14:26:32.842667,50.116667,0.000537,0.399681,1.8e-05,-0.916654,0.063439,1.553571,-0.631927,-0.001054,0.650548,0.012383,0.759364,-1.733757,1.668183,-1.404553,-3.5e-05,1e-06,1.9e-05,-1.0,0.699956,0.883619,-0.544553,14_26_32_841345.png,0.001322
6038,1900-01-01 14:26:33.042667,50.316667,0.000537,0.399748,0.0,-0.916625,0.06346,1.55357,-0.631967,-0.033397,0.58862,0.000511,0.807719,-1.74589,1.703648,-1.463711,-4e-05,9e-06,1.3e-05,-1.0,0.699956,0.883613,-0.544548,14_26_33_039243.png,0.003424
6061,1900-01-01 14:26:33.234333,50.508333,0.000411,0.399634,8.5e-05,-0.916675,0.063454,1.553697,-0.631886,-0.050848,0.538609,-0.013166,0.840917,-1.75696,1.731538,-1.503743,-3e-05,1e-05,1e-05,-1.0,0.699969,0.883625,-0.544545,14_26_33_235252.png,0.000919
6085,1900-01-01 14:26:33.434333,50.708333,0.000324,0.399688,0.000112,-0.916651,0.063459,1.553731,-0.631813,-0.045544,0.503753,-0.007056,0.862617,-1.758605,1.720419,-1.537635,-3.5e-05,1e-06,1.7e-05,-1.0,0.699968,0.883624,-0.544539,14_26_33_436259.png,0.001926
6109,1900-01-01 14:26:33.634333,50.908333,0.000247,0.399811,0.000103,-0.916598,0.063452,1.553808,-0.631854,-0.030647,0.529654,0.00508,0.847645,-1.745659,1.68146,-1.562401,-3.3e-05,1e-05,1.9e-05,-1.0,0.699962,0.883628,-0.544557,14_26_33_634644.png,0.000311
6133,1900-01-01 14:26:33.834333,51.108333,0.000253,0.399805,0.00012,-0.9166,0.063515,1.553633,-0.631737,-0.019377,0.583751,0.018241,0.811497,-1.729588,1.647361,-1.579453,-3.5e-05,4e-06,1.3e-05,-1.0,0.69996,0.883617,-0.544555,14_26_33_833788.png,0.000545
6158,1900-01-01 14:26:34.042667,51.316667,0.00026,0.399785,0.000109,-0.916609,0.06345,1.553809,-0.631869,-0.014157,0.611222,0.033299,0.790632,-1.712716,1.610906,-1.597298,-3.2e-05,1.3e-05,2.4e-05,-1.0,0.699956,0.883634,-0.544566,14_26_34_040800.png,0.001867
6182,1900-01-01 14:26:34.242667,51.516667,0.000246,0.399735,9.7e-05,-0.916631,0.063456,1.553782,-0.631814,0.013743,0.624661,0.013143,0.780665,-1.684271,1.581419,-1.601329,-4.4e-05,-1.4e-05,2.3e-05,-1.0,0.699967,0.883624,-0.544547,14_26_34_240849.png,0.001818
6206,1900-01-01 14:26:34.442667,51.716667,0.000258,0.399742,0.000109,-0.916628,0.063438,1.553798,-0.631855,0.041264,0.600496,-0.021994,0.798259,-1.644731,1.552182,-1.586377,-4e-05,-7e-06,9e-06,-1.0,0.699987,0.883615,-0.544543,14_26_34_440791.png,0.001876
6230,1900-01-01 14:26:34.642667,51.916667,0.000259,0.399788,0.000103,-0.916608,0.063454,1.553792,-0.63186,0.069144,0.561937,-0.036807,0.823463,-1.602134,1.526145,-1.548734,-4.3e-05,-6e-06,1.3e-05,-1.0,0.699978,0.883623,-0.544556,14_26_34_639642.png,0.003025
6254,1900-01-01 14:26:34.842667,52.116667,0.000249,0.399794,9.3e-05,-0.916605,0.063445,1.553785,-0.631849,0.087146,0.525332,-0.03784,0.845577,-1.571009,1.506235,-1.503944,-2.5e-05,1.5e-05,2.4e-05,-1.0,0.699973,0.883624,-0.544555,14_26_34_838706.png,0.003961
6277,1900-01-01 14:26:35.034333,52.308333,0.000253,0.399743,0.000103,-0.916627,0.063461,1.553774,-0.63183,0.106615,0.497245,-0.046935,0.859755,-1.548341,1.483309,-1.472421,-3.4e-05,9e-06,1.5e-05,-1.0,0.699964,0.883621,-0.544542,14_26_35_037896.png,0.003563
6301,1900-01-01 14:26:35.234333,52.508333,0.000265,0.399778,0.000118,-0.916612,0.063477,1.553798,-0.631848,0.107874,0.483264,-0.044386,0.867669,-1.532293,1.455787,-1.453306,-2.3e-05,1.3e-05,1.2e-05,-1.0,0.699975,0.883606,-0.544558,14_26_35_237134.png,0.002801
6325,1900-01-01 14:26:35.434333,52.708333,0.000255,0.399812,0.000103,-0.916597,0.063479,1.553787,-0.631863,0.133758,0.478898,-0.036226,0.866864,-1.516777,1.428106,-1.44224,-3.3e-05,1.3e-05,1.4e-05,-1.0,0.699973,0.883617,-0.544544,14_26_35_437909.png,0.003576
6349,1900-01-01 14:26:35.634333,52.908333,0.000252,0.399782,0.000109,-0.91661,0.063461,1.553792,-0.631841,0.148042,0.471905,-0.042578,0.868088,-1.500617,1.413052,-1.447516,-3.6e-05,-5e-06,1.7e-05,-1.0,0.69998,0.883622,-0.544552,14_26_35_635946.png,0.001613
6373,1900-01-01 14:26:35.834333,53.108333,0.000254,0.399747,0.000109,-0.916626,0.063457,1.553783,-0.631832,0.1654,0.472775,-0.047727,0.864204,-1.48456,1.400965,-1.471713,-3.7e-05,-2e-06,1.8e-05,-1.0,0.699997,0.883617,-0.54455,14_26_35_836175.png,0.001842
6397,1900-01-01 14:26:36.034333,53.308333,0.000259,0.399747,0.000118,-0.916625,0.063469,1.553801,-0.631844,0.165647,0.482014,-0.067418,0.857717,-1.460705,1.395075,-1.521484,-3.6e-05,2e-06,1.2e-05,-1.0,0.699974,0.883617,-0.544556,14_26_36_037279.png,0.002946
6421,1900-01-01 14:26:36.234333,53.508333,0.000263,0.399736,9.7e-05,-0.91663,0.063432,1.553769,-0.631845,0.168077,0.492284,-0.059426,0.851983,-1.431247,1.388842,-1.587456,-3.1e-05,1e-05,0.0,-1.0,0.699987,0.88361,-0.544534,14_26_36_237828.png,0.003495
6446,1900-01-01 14:26:36.442667,53.716667,0.000259,0.399768,0.000105,-0.916616,0.06347,1.553781,-0.631851,0.171297,0.490021,-0.066254,0.852143,-1.404242,1.388872,-1.662706,-3.8e-05,-8e-06,1.6e-05,-1.0,0.699961,0.88363,-0.544533,14_26_36_439009.png,0.003658
6469,1900-01-01 14:26:36.634333,53.908333,0.000252,0.399758,0.000101,-0.916621,0.063458,1.553781,-0.631841,0.186671,0.484311,-0.053546,0.853071,-1.385163,1.380813,-1.726176,-3.3e-05,1e-05,1.6e-05,-1.0,0.699956,0.88363,-0.544557,14_26_36_638072.png,0.003739
6493,1900-01-01 14:26:36.834333,54.108333,0.000266,0.399729,0.000103,-0.916633,0.063449,1.553788,-0.631862,0.19532,0.47363,-0.032971,0.85816,-1.362795,1.365596,-1.786667,-3.1e-05,1.1e-05,1.5e-05,-1.0,0.699973,0.883626,-0.544559,14_26_36_837524.png,0.003191
6517,1900-01-01 14:26:37.034333,54.308333,0.000261,0.399773,0.0001,-0.916614,0.063435,1.5538,-0.631882,0.186033,0.469367,-0.035804,0.862441,-1.339337,1.365521,-1.841773,-3.7e-05,-7e-06,1.6e-05,-1.0,0.699954,0.883631,-0.544548,14_26_37_036677.png,0.002344
6542,1900-01-01 14:26:37.242667,54.516667,0.000253,0.399735,0.000105,-0.916631,0.063443,1.553783,-0.631844,0.158945,0.463642,-0.059505,0.869616,-1.309109,1.38716,-1.878364,-3.2e-05,1.5e-05,3e-06,-1.0,0.699973,0.883611,-0.544557,14_26_37_244909.png,0.002242
6566,1900-01-01 14:26:37.442667,54.716667,0.000249,0.399783,9.9e-05,-0.91661,0.063479,1.553779,-0.631853,0.14825,0.462846,-0.057974,0.872029,-1.277865,1.413121,-1.889851,-2.5e-05,9e-06,9e-06,-1.0,0.700005,0.88359,-0.544544,14_26_37_440454.png,0.002213
6589,1900-01-01 14:26:37.634333,54.908333,0.000261,0.39976,0.000111,-0.91662,0.06347,1.553775,-0.631843,0.130243,0.452997,-0.046839,0.880702,-1.244359,1.438006,-1.892309,-3.2e-05,-1.3e-05,1.1e-05,-1.0,0.699963,0.883606,-0.54453,14_26_37_637875.png,0.003542
6613,1900-01-01 14:26:37.834333,55.108333,0.000262,0.399753,0.00011,-0.916623,0.063473,1.553781,-0.631839,,,,,,,,-2.6e-05,7e-06,8e-06,-1.0,0.699983,0.883626,-0.544538,14_26_37_838318.png,0.003985
6637,1900-01-01 14:26:38.034333,55.308333,0.000256,0.39976,0.0001,-0.91662,0.063455,1.553776,-0.63184,0.098973,0.413901,-0.025986,0.904552,-1.153401,1.49,-1.870603,-2.9e-05,4e-06,1.2e-05,-1.0,0.699978,0.883618,-0.544542,14_26_38_037466.png,0.003133
